sample_id,text,tokens,spans,labels
69_61,vient g0061lement de celles et ceux dont lavenir financier est assur 0065t qui occupent des emplois peu exigeants physiquement.,"['vient', 'g0061lement', 'de', 'celles', 'et', 'ceux', 'dont', 'lavenir', 'financier', 'est', 'assur', '0065', 't', 'qui', 'occupent', 'des', 'emplois', 'peu', 'exigeants', 'physiquement', '.']","[(21, 35)]",[['coo']]
69_63,"En ra006cit,0020ll0069mination de la retraite obligatoire ne donnera pas vraiment aux travailleuses et travailleurs la libert 0064e choisir.","['En', 'ra006cit,0020ll0069mination', 'de', 'la', 'retraite', 'obligatoire', 'ne', 'donnera', 'pas', 'vraiment', 'aux', 'travailleuses', 'et', 'travailleurs', 'la', 'libert', '0064e', 'choisir', '.']","[(86, 115)]",[['coo']]
69_65,"Au contraire, avec ll0069mination de la retraite obligatoire, les travailleuses et travailleurs sans rg0069me de retraite adq0075at (dont un trs0020grand nombre sont des femmes et des immigrants) nauront jamais le choix de prendre leur retraite.
Lautre ra006cit,0020cest que le travail que font la plupart des membres du SCFP est physiquement exigeant et mentalement stressant et quil seffectue souvent dans des lieux de travail malsains et dangereux.","['Au', 'contraire', ',', 'avec', 'll0069mination', 'de', 'la', 'retraite', 'obligatoire', ',', 'les', 'travailleuses', 'et', 'travailleurs', 'sans', 'rg0069me', 'de', 'retraite', 'adq0075at', '(', 'dont', 'un', 'trs0020grand', 'nombre', 'sont', 'des', 'femmes', 'et', 'des', 'immigrants', ')', 'nauront', 'jamais', 'le', 'choix', 'de', 'prendre', 'leur', 'retraite', '.', '\n', 'Lautre', 'ra006cit,0020cest', 'que', 'le', 'travail', 'que', 'font', 'la', 'plupart', 'des', 'membres', 'du', 'SCFP', 'est', 'physiquement', 'exigeant', 'et', 'mentalement', 'stressant', 'et', 'quil', 'seffectue', 'souvent', 'dans', 'des', 'lieux', 'de', 'travail', 'malsains', 'et', 'dangereux', '.']","[(66, 95)]",[['coo']]
69_66,Les travailleuses et travailleurs plus gs ne veulent pas dun travail qui exige de lever des objets lourds ou de faire de longues heures dans des situations trs0020stressantes.,"['Les', 'travailleuses', 'et', 'travailleurs', 'plus', 'gs', 'ne', 'veulent', 'pas', 'dun', 'travail', 'qui', 'exige', 'de', 'lever', 'des', 'objets', 'lourds', 'ou', 'de', 'faire', 'de', 'longues', 'heures', 'dans', 'des', 'situations', 'trs0020stressantes', '.']","[(4, 33)]",[['coo']]
69_68,"Rien ne montre quun grand nombre de travailleuses et travailleurs veulent continuer de travailler plus longtemps.
","['Rien', 'ne', 'montre', 'quun', 'grand', 'nombre', 'de', 'travailleuses', 'et', 'travailleurs', 'veulent', 'continuer', 'de', 'travailler', 'plus', 'longtemps', '.', '\n']","[(36, 65)]",[['coo']]
69_76,"Les gouvernements et les employeurs ne subiront plus de pression pour former et recruter de jeunes travailleuses et travailleurs.
","['Les', 'gouvernements', 'et', 'les', 'employeurs', 'ne', 'subiront', 'plus', 'de', 'pression', 'pour', 'former', 'et', 'recruter', 'de', 'jeunes', 'travailleuses', 'et', 'travailleurs', '.', '\n']","[(99, 128)]",[['coo']]
69_77,La retraite obligatoire ne garantit pas un revenu de retraite suffisant aux travailleuses et travailleurs.,"['La', 'retraite', 'obligatoire', 'ne', 'garantit', 'pas', 'un', 'revenu', 'de', 'retraite', 'suffisant', 'aux', 'travailleuses', 'et', 'travailleurs', '.']","[(76, 105)]",[['coo']]
69_86,"Mais pour les travailleuses et les travailleurs, le problm0065 nest pas l.0020La trs0020grande majorit 0064es membres du SCFP prfreraient prendre leur retraite plus tt002c0020et non plus tard.","['Mais', 'pour', 'les', 'travailleuses', 'et', 'les', 'travailleurs', ',', 'le', 'problm0065', 'nest', 'pas', 'l.0020La', 'trs0020grande', 'majorit', '0064es', 'membres', 'du', 'SCFP', 'prfreraient', 'prendre', 'leur', 'retraite', 'plus', 'tt002c0020et', 'non', 'plus', 'tard', '.']","[(14, 47)]",[['coo']]
69_87,"Les membres du SCFP veulent pouvoir choisir lg0065 auquel ils prendront leur retraite, mais ils nauront de vr0069table choix que sils peuvent compter sur un systm0065 de retraite solide et complet, sur une approche globale en matir0065 de formation et de recrutement des jeunes travailleuses et travailleurs et sur des protections contre les congd0069ements fonds0020sur lg0065.","['Les', 'membres', 'du', 'SCFP', 'veulent', 'pouvoir', 'choisir', 'lg0065', 'auquel', 'ils', 'prendront', 'leur', 'retraite', ',', 'mais', 'ils', 'nauront', 'de', 'vr0069table', 'choix', 'que', 'sils', 'peuvent', 'compter', 'sur', 'un', 'systm0065', 'de', 'retraite', 'solide', 'et', 'complet', ',', 'sur', 'une', 'approche', 'globale', 'en', 'matir0065', 'de', 'formation', 'et', 'de', 'recrutement', 'des', 'jeunes', 'travailleuses', 'et', 'travailleurs', 'et', 'sur', 'des', 'protections', 'contre', 'les', 'congd0069ements', 'fonds0020sur', 'lg0065', '.']","[(278, 307)]",[['coo']]
69_88,"Par consq0075ent, en rp006fnse aux demandes dl0069mination de la retraite obligatoire, le SCFP propose plutt00200063e qui suit :
une aml0069oration significative des prestations du RPC et de la SV;
laugmentation des supplm0065nts provinciaux aux faibles revenus, suffisante pour l0069miner la pauvret la retraite;
lobligation pour tous les grands employeurs doffrir des rg0069mes de retraite 0070restations dt0065rmine0073 0074ous leurs employs0020et employe0073, incluant ceux qui sont 0074emps partiel;
linclusion, dans les lois provinciales sur la retraite, de la pleine indexation et de meilleures prestations de survivant;
laml0069oration de la reconnaissance de la formation et de lexpr0069ence de travail acquises 006ct0072anger afin que les travailleuses et travailleurs immigrants puissent se trouver un emploi plus facilement;
la modification de toutes les lois sur les normes en matir0065 demploi de fao006e 0065xiger des motifs raisonnables pour tout congd0069ement;
lengagement pris par tous les gouvernements de respecter les principes des normes minimales du travail et dq0075it 0073alariale afin que le revenu de retraite (bas 0073ur les gains) soit adq0075at.
","['Par', 'consq0075ent', ',', 'en', 'rp006fnse', 'aux', 'demandes', 'dl0069mination', 'de', 'la', 'retraite', 'obligatoire', ',', 'le', 'SCFP', 'propose', 'plutt00200063e', 'qui', 'suit', ':', '\n', 'une', 'aml0069oration', 'significative', 'des', 'prestations', 'du', 'RPC', 'et', 'de', 'la', 'SV', ';', '\n', 'laugmentation', 'des', 'supplm0065nts', 'provinciaux', 'aux', 'faibles', 'revenus', ',', 'suffisante', 'pour', 'l0069miner', 'la', 'pauvret', 'la', 'retraite', ';', '\n', 'lobligation', 'pour', 'tous', 'les', 'grands', 'employeurs', 'doffrir', 'des', 'rg0069mes', 'de', 'retraite', '0070restations', 'dt0065rmine0073', '0074ous', 'leurs', 'employs0020et', 'employe0073', ',', 'incluant', 'ceux', 'qui', 'sont', '0074emps', 'partiel', ';', '\n', 'linclusion', ',', 'dans', 'les', 'lois', 'provinciales', 'sur', 'la', 'retraite', ',', 'de', 'la', 'pleine', 'indexation', 'et', 'de', 'meilleures', 'prestations', 'de', 'survivant', ';', '\n', 'laml0069oration', 'de', 'la', 'reconnaissance', 'de', 'la', 'formation', 'et', 'de', 'lexpr0069ence', 'de', 'travail', 'acquises', '006ct0072anger', 'afin', 'que', 'les', 'travailleuses', 'et', 'travailleurs', 'immigrants', 'puissent', 'se', 'trouver', 'un', 'emploi', 'plus', 'facilement', ';', '\n', 'la', 'modification', 'de', 'toutes', 'les', 'lois', 'sur', 'les', 'normes', 'en', 'matir0065', 'demploi', 'de', 'fao006e', '0065xiger', 'des', 'motifs', 'raisonnables', 'pour', 'tout', 'congd0069ement', ';', '\n', 'lengagement', 'pris', 'par', 'tous', 'les', 'gouvernements', 'de', 'respecter', 'les', 'principes', 'des', 'normes', 'minimales', 'du', 'travail', 'et', 'dq0075it', '0073alariale', 'afin', 'que', 'le', 'revenu', 'de', 'retraite', '(', 'bas', '0073ur', 'les', 'gains', ')', 'soit', 'adq0075at', '.', '\n']","[(749, 778)]",[['coo']]
70_42,"Chaque jour de la semaine, les membres et les militantes et militants du SCFP sont aux premières lignes pour contrer la violence infligée aux femmes.
","['Chaque', 'jour', 'de', 'la', 'semaine', ',', 'les', 'membres', 'et', 'les', 'militantes', 'et', 'militants', 'du', 'SCFP', 'sont', 'aux', 'premières', 'lignes', 'pour', 'contrer', 'la', 'violence', 'infligée', 'aux', 'femmes', '.', '\n']","[(46, 69)]",[['coo']]
70_49,"Les membres du SCFP et d’autres citoyennes et citoyens canadiens planifient des activités d’un bout à l’autre du pays.
À Ottawa, Rashida Collins, de l’Association des femmes autochtones du Canada, se joindra au président national du SCFP Paul Moist dans le cadre d’une cérémonie spéciale organisée pour souligner cette journée.","['Les', 'membres', 'du', 'SCFP', 'et', 'd’', 'autres', 'citoyennes', 'et', 'citoyens', 'canadiens', 'planifient', 'des', 'activités', 'd’', 'un', 'bout', 'à', 'l’', 'autre', 'du', 'pays', '.', '\n', 'À', 'Ottawa', ',', 'Rashida', 'Collins', ',', 'de', 'l’', 'Association', 'des', 'femmes', 'autochtones', 'du', 'Canada', ',', 'se', 'joindra', 'au', 'président', 'national', 'du', 'SCFP', 'Paul', 'Moist', 'dans', 'le', 'cadre', 'd’', 'une', 'cérémonie', 'spéciale', 'organisée', 'pour', 'souligner', 'cette', 'journée', '.']","[(32, 54)]",[['coo']]
72_22,"Être ""sexuellement excité.e"" est à présent scientifiquement classé comme un état physique émotionnel.
","['Être', '""', 'sexuellement', 'excité.e', '""', 'est', 'à', 'présent', 'scientifiquement', 'classé', 'comme', 'un', 'état', 'physique', 'émotionnel', '.', '\n']","[(19, 27)]",[['fle']]
79_6,"L’assurance tous risques ”
Le contrat inclut un service personnalisé de la part des technicien(ne)s de Simsa, qui actualisent ma version tous les ans, répondent à vos questions et apportent une solution aux imprévus.","['L’', 'assurance', 'tous', 'risques', '”', '\n', 'Le', 'contrat', 'inclut', 'un', 'service', 'personnalisé', 'de', 'la', 'part', 'des', 'technicien(ne)s', 'de', 'Simsa', ',', 'qui', 'actualisent', 'ma', 'version', 'tous', 'les', 'ans', ',', 'répondent', 'à', 'vos', 'questions', 'et', 'apportent', 'une', 'solution', 'aux', 'imprévus', '.']","[(84, 99)]",[['fle']]
80_53,"Celui que Dieu, à travers Jésus, pose sur chacun et chacune de nous.","['Celui', 'que', 'Dieu', ',', 'à', 'travers', 'Jésus', ',', 'pose', 'sur', 'chacun', 'et', 'chacune', 'de', 'nous', '.']","[(42, 59)]",[['coo']]
105_1,"la plateforme des tendances par les blogueurs et les blogueuses , Idées & Inspiration : Recherchez et partagez les tendances de la saison, des inspirations mode, déco, style, des astuces, les meilleurs looks de la saison et plein de nouvelles idées.","['la', 'plateforme', 'des', 'tendances', 'par', 'les', 'blogueurs', 'et', 'les', 'blogueuses', ',', 'Idées', '&', 'Inspiration', ':', 'Recherchez', 'et', 'partagez', 'les', 'tendances', 'de', 'la', 'saison', ',', 'des', 'inspirations', 'mode', ',', 'déco', ',', 'style', ',', 'des', 'astuces', ',', 'les', 'meilleurs', 'looks', 'de', 'la', 'saison', 'et', 'plein', 'de', 'nouvelles', 'idées', '.']","[(36, 63)]",[['coo']]
113_0,"Guerrière apache ou sirène hollywoodienne, gardienne de phare ou créatrice de trolls, gynécologue ou impératrice, rock star ou femme à barbe, athlète ou chamane, exploratrice ou astronaute ;","['Guerrière', 'apache', 'ou', 'sirène', 'hollywoodienne', ',', 'gardienne', 'de', 'phare', 'ou', 'créatrice', 'de', 'trolls', ',', 'gynécologue', 'ou', 'impératrice', ',', 'rock', 'star', 'ou', 'femme', 'à', 'barbe', ',', 'athlète', 'ou', 'chamane', ',', 'exploratrice', 'ou', 'astronaute', ';']","[(153, 160)]",[['fem']]
127_20,"Parfaite pour un Workshop, ou simplement pour allier sport et travail lors de votre événement d’entreprise 😉
Intéressé(e) ?","['Parfaite', 'pour', 'un', 'Workshop', ',', 'ou', 'simplement', 'pour', 'allier', 'sport', 'et', 'travail', 'lors', 'de', 'votre', 'événement', 'd’', 'entreprise', '😉', '\n', 'Intéressé(e)', '?']","[(109, 121)]",[['fle']]
136_35,"/Animation : Pascale Robichaud (Bibliothèque et Archives Canada)
Discutant-e- :","['/Animation', ':', 'Pascale', 'Robichaud', '(', 'Bibliothèque', 'et', 'Archives', 'Canada', ')', '\n', 'Discutant-e-', ':']","[(65, 77)]",[['fle']]
136_59,"- Université du Québec en Outaouais)
Discutant-e- :","['-', 'Université', 'du', 'Québec', 'en', 'Outaouais', ')', '\n', 'Discutant-e-', ':']","[(37, 49)]",[['fle']]
140_0,"Dans le cadre du développement de son équipe d’experts RPA, AEROW recherche, un(e) consultant(e) spécialisé(e) sur UiPath.","['Dans', 'le', 'cadre', 'du', 'développement', 'de', 'son', 'équipe', 'd’', 'experts', 'RPA', ',', 'AEROW', 'recherche', ',', 'un(e)', 'consultant(e)', 'spécialisé(e)', 'sur', 'UiPath', '.']","[(83, 110)]",[['fle']]
140_1,Le/la consultant(e),"['Le', '/', 'la', 'consultant(e)']","[(0, 19)]","[['fle', 'coo']]"
140_3,"Plus particulièrement, le/la consultant(e)","['Plus', 'particulièrement', ',', 'le', '/', 'la', 'consultant(e)']","[(23, 42)]","[['fle', 'coo']]"
140_5,Le/la consultant(e),"['Le', '/', 'la', 'consultant(e)']","[(0, 19)]","[['fle', 'coo']]"
152_6,"Être juge Xavière Simeoni, première vice-présidente au tribunal de grande instance de Créteil, cheffe du Service central de prévention de la corruption (SCPC)
11","['Être', 'juge', 'Xavière', 'Simeoni', ',', 'première', 'vice-présidente', 'au', 'tribunal', 'de', 'grande', 'instance', 'de', 'Créteil', ',', 'cheffe', 'du', 'Service', 'central', 'de', 'prévention', 'de', 'la', 'corruption', '(', 'SCPC', ')', '\n', '11']","[(95, 101)]",[['fem']]
152_35,", Université Paris Dauphine-PSL, membre de l'équipe LCP (Campus IPJ), auteure de Le Crime et l'écran (Nouveau Monde Editions, 2010)
Décembre","[',', 'Université', 'Paris', 'Dauphine-PSL', ',', 'membre', 'de', ""l'"", 'équipe', 'LCP', '(', 'Campus', 'IPJ', ')', ',', 'auteure', 'de', 'Le', 'Crime', 'et', ""l'"", 'écran', '(', 'Nouveau', 'Monde', 'Editions', ',', '2010', ')', '\n', 'Décembre']","[(70, 77)]",[['fem']]
153_55,"Et qu'à aucun moment l'auteure de l'article ne le dise !
Rémy LOURY
24 juin 2020 à 10:26:50
","['Et', ""qu'"", 'à', 'aucun', 'moment', ""l'"", 'auteure', 'de', ""l'"", 'article', 'ne', 'le', 'dise', '!', '\n', 'Rémy', 'LOURY', '\n', '24', 'juin', '2020', 'à', '10:26:50', '\n']","[(23, 30)]",[['fem']]
158_281,"Inutile de tricher : dans tous les domaines, vous n'envisagez de relation durable qu'avec ceux ou celles qui vous aiment ou vous admirent, vous respectent ou vous témoignent une certaine affection.","['Inutile', 'de', 'tricher', ':', 'dans', 'tous', 'les', 'domaines', ',', 'vous', ""n'"", 'envisagez', 'de', 'relation', 'durable', ""qu'"", 'avec', 'ceux', 'ou', 'celles', 'qui', 'vous', 'aiment', 'ou', 'vous', 'admirent', ',', 'vous', 'respectent', 'ou', 'vous', 'témoignent', 'une', 'certaine', 'affection', '.']","[(90, 104)]",[['coo']]
158_452,"que l'on appelle en astrologie un Vénusien (ou une Vénusienne) : vous êtes une personne sensuelle, émotive, particulièrement réceptive aux sympathies et antipathies naturelles éprouvées au contact d'autrui.","['que', ""l'"", 'on', 'appelle', 'en', 'astrologie', 'un', 'Vénusien', '(', 'ou', 'une', 'Vénusienne', ')', ':', 'vous', 'êtes', 'une', 'personne', 'sensuelle', ',', 'émotive', ',', 'particulièrement', 'réceptive', 'aux', 'sympathies', 'et', 'antipathies', 'naturelles', 'éprouvées', 'au', 'contact', ""d'"", 'autrui', '.']","[(34, 61)]",[['coo']]
158_1113,"Elle dit être née ""juste avant midi"") sous le nom de Michelle Lynn Shupack, est une chanteuse, DJ, auteure et présentatrice télévisuelle américaine.
Notamment, Michelle Visage auditionne et remporte une place pour Seduction, un trio R&B et dance créé par Robert Clivillés (en) et David Cole (en), qui signe avec A&M Records en 19905.","['Elle', 'dit', 'être', 'née', '""', 'juste', 'avant', 'midi', '""', ')', 'sous', 'le', 'nom', 'de', 'Michelle', 'Lynn', 'Shupack', ',', 'est', 'une', 'chanteuse', ',', 'DJ', ',', 'auteure', 'et', 'présentatrice', 'télévisuelle', 'américaine', '.', '\n', 'Notamment', ',', 'Michelle', 'Visage', 'auditionne', 'et', 'remporte', 'une', 'place', 'pour', 'Seduction', ',', 'un', 'trio', 'R&B', 'et', 'dance', 'créé', 'par', 'Robert', 'Clivillés', '(', 'en', ')', 'et', 'David', 'Cole', '(', 'en', ')', ',', 'qui', 'signe', 'avec', 'A&M', 'Records', 'en', '19905', '.']","[(99, 106)]",[['fem']]
186_62,On pense que les électrices et les électeurs sont assez grands pour savoir ce qu’ils ont à faire.,"['On', 'pense', 'que', 'les', 'électrices', 'et', 'les', 'électeurs', 'sont', 'assez', 'grands', 'pour', 'savoir', 'ce', 'qu’', 'ils', 'ont', 'à', 'faire', '.']","[(17, 44)]",[['coo']]
190_12,"Je continue avec
ou me connecter avec mon email
Rester connecté(e)","['Je', 'continue', 'avec', '\n', 'ou', 'me', 'connecter', 'avec', 'mon', 'email', '\n', 'Rester', 'connecté(e)']","[(55, 66)]",[['fle']]
191_12,"Je continue avec
ou me connecter avec mon email
Rester connecté(e)","['Je', 'continue', 'avec', '\n', 'ou', 'me', 'connecter', 'avec', 'mon', 'email', '\n', 'Rester', 'connecté(e)']","[(55, 66)]",[['fle']]
191_51,"Est
Villaz CDI
Poste : Rattaché(e)","['Est', '\n', 'Villaz', 'CDI', '\n', 'Poste', ':', 'Rattaché(e)']","[(23, 34)]",[['fle']]
191_61,Rattaché(e) au Responsable de site,"['Rattaché(e)', 'au', 'Responsable', 'de', 'site']","[(0, 11)]",[['fle']]
191_79,"Voir l'annonce
Chef de projet logistique (h/f)
BADENOCH & CLARK
Morbihan CDI
Badenoch + Clark, cabinet de conseil en recrutement de cadres et dirigeants, recherche pour son client, leader dans le secteur des cosmétiques, son futur Chef de projet logistique H/F. Directement rattaché(e) au Directeur des Etudes Logistiques Groupe, vous intervenez sur un...
Modifiée il y a 2 jours
Envoyé
Ré-essayer ?
Voir l'annonce
Technico-Commercial H/F
Populaire
SNC Sogestion
Hérault CDI
Afin de renforcer notre équipe, nous recherchons un(e) Technico-Commercial H/F.","['Voir', ""l'"", 'annonce', '\n', 'Chef', 'de', 'projet', 'logistique', '(', 'h', '/', 'f', ')', '\n', 'BADENOCH', '&', 'CLARK', '\n', 'Morbihan', 'CDI', '\n', 'Badenoch', '+', 'Clark', ',', 'cabinet', 'de', 'conseil', 'en', 'recrutement', 'de', 'cadres', 'et', 'dirigeants', ',', 'recherche', 'pour', 'son', 'client', ',', 'leader', 'dans', 'le', 'secteur', 'des', 'cosmétiques', ',', 'son', 'futur', 'Chef', 'de', 'projet', 'logistique', 'H', '/', 'F.', 'Directement', 'rattaché(e)', 'au', 'Directeur', 'des', 'Etudes', 'Logistiques', 'Groupe', ',', 'vous', 'intervenez', 'sur', 'un', '...', '\n', 'Modifiée', 'il', 'y', 'a', '2', 'jours', '\n', 'Envoyé', '\n', 'Ré-essayer', '?', '\n', 'Voir', ""l'"", 'annonce', '\n', 'Technico-Commercial', 'H', '/', 'F', '\n', 'Populaire', '\n', 'SNC', 'Sogestion', '\n', 'Hérault', 'CDI', '\n', 'Afin', 'de', 'renforcer', 'notre', 'équipe', ',', 'nous', 'recherchons', 'un(e)', 'Technico-Commercial', 'H', '/', 'F.']","[(274, 285)]",[['fle']]
